,ID,Date,Latitude,Longitude,Year
310,ISCGEM852616,11/22/1965,51.361000000000004,-179.71599999999998,1965
311,ISCGEM852620,11/23/1965,2.983,124.831,1965
312,ISCGEM852621,11/23/1965,51.42,-179.7,1965
313,ISCGEM852636,11/23/1965,-8.666,111.103,1965
314,ISCGEM852723,11/27/1965,33.010999999999996,141.079,1965
315,ISCGEM852726,11/27/1965,-9.611,159.797,1965
316,ISCGEM852739,11/28/1965,-45.847,-72.958,1965
317,ISCGEM852740,11/28/1965,36.096,27.318,1965
318,ISCGEMSUP852752,11/28/1965,-4.841,103.103,1965
319,ISCGEM851508,12/4/1965,51.101000000000006,-170.604,1965
320,ISCGEM851530,12/5/1965,52.611999999999995,173.14,1965
321,ISCGEM851547,12/6/1965,18.919,-107.176,1965
322,ISCGEMSUP851584,12/7/1965,-6.457999999999999,146.298,1965
323,ISCGEM851601,12/8/1965,-37.199,177.558,1965
324,ISCGEM851606,12/9/1965,17.135,-100.126,1965
325,ISCGEM851614,12/9/1965,-18.108,-178.062,1965
326,ISCGEM851639,12/10/1965,-11.292,166.143,1965
327,ISCGEM851705,12/13/1965,44.688,149.939,1965
328,ISCGEM851711,12/13/1965,44.757,150.195,1965
329,ISCGEM851771,12/15/1965,-56.722,-141.439,1965
330,ISCGEM851774,12/15/1965,7.65,-81.913,1965
331,ISCGEM851890,12/22/1965,52.293,160.356,1965
332,ISCGEM851909,12/22/1965,58.335,-153.303,1965
333,ISCGEM851933,12/23/1965,60.481,-140.766,1965
334,ISCGEM851951,12/25/1965,-18.096,-178.979,1965
335,ISCGEM851979,12/26/1965,-5.2010000000000005,151.583,1965
336,ISCGEM852030,12/28/1965,27.863000000000003,141.99200000000002,1965
337,ISCGEM852053,12/30/1965,54.21,-164.476,1965
338,ISCGEM852060,12/30/1965,-16.673,-71.111,1965
339,ISCGEM850665,1/5/1966,13.248,95.42,1966
340,ISCGEM850772,1/11/1966,0.586,120.141,1966
341,ISCGEM850781,1/11/1966,33.675,137.244,1966
342,ISCGEM850836,1/13/1966,52.82899999999999,172.048,1966
343,ISCGEM850905,1/16/1966,52.763999999999996,172.058,1966
344,ISCGEM851021,1/20/1966,37.883,138.151,1966
345,ISCGEM851097,1/22/1966,55.956,-153.942,1966
346,ISCGEM851175,1/24/1966,30.013,69.60600000000001,1966
347,ISCGEM851232,1/26/1966,-59.548,-26.465,1966
348,ISCGEM851301,1/28/1966,-17.114,168.55900000000003,1966
349,ISCGEM851328,1/28/1966,51.513999999999996,157.119,1966
350,ISCGEMSUP851422,1/31/1966,-24.837,-64.413,1966
351,ISCGEM849825,2/3/1966,0.21100000000000002,123.555,1966
352,ISCGEM849833,2/3/1966,16.709,119.973,1966
353,ISCGEM849843,2/3/1966,24.13,121.96600000000001,1966
354,ISCGEM849861,2/4/1966,-15.899000000000001,167.91400000000002,1966
355,ISCGEM849877,2/5/1966,39.093,21.776999999999997,1966
