"If Unique, Value = 1",AIRPORT,Year_Ended_December,Rank,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
0,CHRISTMAS ISLAND,2003,-,3631,3817,7448,0,0,0,3631,3817,7448
0,CHRISTMAS ISLAND,2004,-,4066,4191,8257,0,0,0,4066,4191,8257
0,CHRISTMAS ISLAND,2005,-,3903,4074,7977,0,0,0,3903,4074,7977
0,CHRISTMAS ISLAND,2006,-,3980,4075,8055,0,0,0,3980,4075,8055
0,CHRISTMAS ISLAND,2007,-,3883,3958,7841,144,336,480,4027,4294,8321
0,CHRISTMAS ISLAND,2008,-,2988,3127,6115,664,578,1242,3652,3705,7357
0,CHRISTMAS ISLAND,2009,-,4776,4841,9617,0,0,0,4776,4841,9617
0,CHRISTMAS ISLAND,2010,-,10606,10986,21592,0,0,0,10606,10986,21592
0,CHRISTMAS ISLAND,2011,-,15714,16172,31886,0,0,0,15714,16172,31886
0,CHRISTMAS ISLAND,2012,-,17666,17393,35059,0,0,0,17666,17393,35059
0,CHRISTMAS ISLAND,2013,-,18122,17883,36005,0,0,0,18122,17883,36005
0,CHRISTMAS ISLAND,2014,-,16888,17136,34024,0,0,0,16888,17136,34024
0,CHRISTMAS ISLAND,2015,-,10238,10400,20638,0,0,0,10238,10400,20638
0,CHRISTMAS ISLAND,2016,-,9950,9836,19786,0,0,0,9950,9836,19786
0,CHRISTMAS ISLAND,2017,-,9603,9263,18866,0,0,0,9603,9263,18866
0,CHRISTMAS ISLAND,2018,-,9612,9644,19256,0,0,0,9612,9644,19256
1,CLONCURRY,1985,-,3013,3131,6144,0,0,0,3013,3131,6144
0,CLONCURRY,1986,-,2647,2641,5288,0,0,0,2647,2641,5288
0,CLONCURRY,1987,-,722,738,1460,0,0,0,722,738,1460
0,CLONCURRY,1988,-,0,0,0,0,0,0,0,0,0
0,CLONCURRY,1989,-,0,0,0,0,0,0,0,0,0
0,CLONCURRY,1990,-,0,0,0,0,0,0,0,0,0
0,CLONCURRY,1991,-,230,248,478,0,0,0,230,248,478
0,CLONCURRY,1992,-,212,215,427,0,0,0,212,215,427
0,CLONCURRY,1993,-,233,225,458,0,0,0,233,225,458
0,CLONCURRY,1994,-,318,278,596,0,0,0,318,278,596
0,CLONCURRY,1995,-,392,345,737,0,0,0,392,345,737
0,CLONCURRY,1996,-,814,816,1630,0,0,0,814,816,1630
0,CLONCURRY,1997,-,1856,1638,3494,0,0,0,1856,1638,3494
0,CLONCURRY,1998,-,2982,2777,5759,0,0,0,2982,2777,5759
0,CLONCURRY,1999,-,5131,4718,9849,0,0,0,5131,4718,9849
0,CLONCURRY,2000,-,5750,5302,11052,0,0,0,5750,5302,11052
0,CLONCURRY,2001,-,4278,4407,8685,0,0,0,4278,4407,8685
0,CLONCURRY,2002,-,4194,4192,8386,0,0,0,4194,4192,8386
0,CLONCURRY,2003,-,3501,3385,6886,0,0,0,3501,3385,6886
0,CLONCURRY,2004,-,2338,2564,4902,0,0,0,2338,2564,4902
0,CLONCURRY,2005,-,2075,1676,3751,0,0,0,2075,1676,3751
0,CLONCURRY,2006,-,2110,1925,4035,0,0,0,2110,1925,4035
0,CLONCURRY,2007,-,2287,2390,4677,0,0,0,2287,2390,4677
0,CLONCURRY,2008,-,1940,2691,4631,0,0,0,1940,2691,4631
0,CLONCURRY,2009,-,3350,3596,6946,0,0,0,3350,3596,6946
0,CLONCURRY,2010,-,8276,8438,16714,0,0,0,8276,8438,16714
0,CLONCURRY,2011,-,6251,6618,12869,0,0,0,6251,6618,12869
0,CLONCURRY,2012,-,3914,4159,8073,0,0,0,3914,4159,8073
0,CLONCURRY,2013,-,4455,4490,8945,0,0,0,4455,4490,8945
0,CLONCURRY,2014,-,9975,10426,20401,0,0,0,9975,10426,20401
0,CLONCURRY,2015,-,8057,8525,16582,0,0,0,8057,8525,16582
0,CLONCURRY,2016,-,10921,10742,21663,0,0,0,10921,10742,21663
0,CLONCURRY,2017,-,13480,12625,26105,0,0,0,13480,12625,26105
0,CLONCURRY,2018,-,14208,13951,28159,0,0,0,14208,13951,28159
1,COCOS ISLAND,1985,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1986,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1987,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1988,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1989,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1990,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1991,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1992,-,0,0,0,0,0,0,0,0,0
0,COCOS ISLAND,1993,-,1466,1420,2886,0,0,0,1466,1420,2886
0,COCOS ISLAND,1994,-,4441,4224,8665,0,0,0,4441,4224,8665
0,COCOS ISLAND,1995,-,5347,5016,10363,0,0,0,5347,5016,10363
0,COCOS ISLAND,1996,-,4968,4931,9899,0,0,0,4968,4931,9899
0,COCOS ISLAND,1997,-,4698,4254,8952,0,0,0,4698,4254,8952
0,COCOS ISLAND,1998,-,1649,1617,3266,0,0,0,1649,1617,3266
0,COCOS ISLAND,1999,-,1646,1652,3298,0,0,0,1646,1652,3298
0,COCOS ISLAND,2000,-,1953,1926,3879,0,0,0,1953,1926,3879
0,COCOS ISLAND,2001,-,2289,2322,4611,0,0,0,2289,2322,4611
0,COCOS ISLAND,2002,-,2163,2201,4364,0,0,0,2163,2201,4364
0,COCOS ISLAND,2003,-,2251,2241,4492,0,0,0,2251,2241,4492
0,COCOS ISLAND,2004,-,2753,2846,5599,0,0,0,2753,2846,5599
0,COCOS ISLAND,2005,-,2827,2815,5642,0,0,0,2827,2815,5642
0,COCOS ISLAND,2006,-,3158,2985,6143,0,0,0,3158,2985,6143
0,COCOS ISLAND,2007,-,3391,3309,6700,0,0,0,3391,3309,6700
0,COCOS ISLAND,2008,-,2882,2964,5846,0,0,0,2882,2964,5846
0,COCOS ISLAND,2009,-,3196,3045,6241,0,0,0,3196,3045,6241
0,COCOS ISLAND,2010,-,6363,6838,13201,0,0,0,6363,6838,13201
0,COCOS ISLAND,2011,-,6256,6235,12491,0,0,0,6256,6235,12491
0,COCOS ISLAND,2012,-,4405,4517,8922,0,0,0,4405,4517,8922
0,COCOS ISLAND,2013,-,4105,4040,8145,0,0,0,4105,4040,8145
0,COCOS ISLAND,2014,-,3960,4036,7996,0,0,0,3960,4036,7996
0,COCOS ISLAND,2015,-,7819,7846,15665,0,0,0,7819,7846,15665
0,COCOS ISLAND,2016,-,8366,8386,16752,0,0,0,8366,8386,16752
0,COCOS ISLAND,2017,-,7404,7490,14894,0,0,0,7404,7490,14894
0,COCOS ISLAND,2018,-,7571,7468,15039,0,0,0,7571,7468,15039
1,COFFS HARBOUR,1985,24,47733,47802,95535,0,0,0,47733,47802,95535
0,COFFS HARBOUR,1986,27,45486,44798,90284,0,0,0,45486,44798,90284
0,COFFS HARBOUR,1987,26,47147,47154,94301,0,0,0,47147,47154,94301
0,COFFS HARBOUR,1988,25,53885,52933,106818,0,0,0,53885,52933,106818
0,COFFS HARBOUR,1989,22,44719,44396,89115,0,0,0,44719,44396,89115
0,COFFS HARBOUR,1990,20,56812,55258,112070,0,0,0,56812,55258,112070
0,COFFS HARBOUR,1991,21,61916,61729,123645,0,0,0,61916,61729,123645
0,COFFS HARBOUR,1992,21,61229,61218,122447,0,0,0,61229,61218,122447
0,COFFS HARBOUR,1993,20,75787,76195,151982,0,0,0,75787,76195,151982
0,COFFS HARBOUR,1994,21,81085,81609,162694,0,0,0,81085,81609,162694
0,COFFS HARBOUR,1995,22,83143,83184,166327,0,0,0,83143,83184,166327
0,COFFS HARBOUR,1996,22,85124,84503,169627,0,0,0,85124,84503,169627
0,COFFS HARBOUR,1997,22,87172,87294,174466,0,0,0,87172,87294,174466
0,COFFS HARBOUR,1998,22,89152,89585,178737,0,0,0,89152,89585,178737
0,COFFS HARBOUR,1999,21,86378,87570,173948,0,0,0,86378,87570,173948
0,COFFS HARBOUR,2000,23,87905,88362,176267,0,0,0,87905,88362,176267
0,COFFS HARBOUR,2001,23,77016,76688,153704,0,0,0,77016,76688,153704
0,COFFS HARBOUR,2002,21,82763,83123,165886,0,0,0,82763,83123,165886
0,COFFS HARBOUR,2003,19,114932,114927,229859,0,0,0,114932,114927,229859
0,COFFS HARBOUR,2004,21,126759,125574,252333,0,0,0,126759,125574,252333
0,COFFS HARBOUR,2005,20,153241,151017,304258,0,0,0,153241,151017,304258
0,COFFS HARBOUR,2006,21,162649,161220,323869,0,0,0,162649,161220,323869
0,COFFS HARBOUR,2007,22,164496,165746,330242,0,0,0,164496,165746,330242
0,COFFS HARBOUR,2008,22,166952,164281,331233,0,0,0,166952,164281,331233
0,COFFS HARBOUR,2009,21,160041,159770,319811,0,0,0,160041,159770,319811
0,COFFS HARBOUR,2010,22,169283,167910,337193,0,0,0,169283,167910,337193
0,COFFS HARBOUR,2011,22,167363,168457,335820,0,0,0,167363,168457,335820
0,COFFS HARBOUR,2012,25,170187,170940,341127,0,0,0,170187,170940,341127
0,COFFS HARBOUR,2013,24,193311,194073,387384,0,0,0,193311,194073,387384
0,COFFS HARBOUR,2014,25,180148,180436,360584,0,0,0,180148,180436,360584
0,COFFS HARBOUR,2015,24,177868,177583,355451,0,0,0,177868,177583,355451
0,COFFS HARBOUR,2016,21,197798,198170,395968,0,0,0,197798,198170,395968
0,COFFS HARBOUR,2017,22,207865,207903,415768,0,0,0,207865,207903,415768
0,COFFS HARBOUR,2018,24,201814,201653,403467,0,0,0,201814,201653,403467
1,COOBER PEDY,1985,-,1581,1678,3259,0,0,0,1581,1678,3259
0,COOBER PEDY,1986,-,894,982,1876,0,0,0,894,982,1876
0,COOBER PEDY,1987,-,1206,1193,2399,0,0,0,1206,1193,2399
0,COOBER PEDY,1988,-,1844,1760,3604,0,0,0,1844,1760,3604
0,COOBER PEDY,1989,-,1525,1521,3046,0,0,0,1525,1521,3046
0,COOBER PEDY,1990,-,2234,2081,4315,0,0,0,2234,2081,4315
0,COOBER PEDY,1991,-,1936,1853,3789,0,0,0,1936,1853,3789
0,COOBER PEDY,1992,-,2819,2824,5643,0,0,0,2819,2824,5643
0,COOBER PEDY,1993,-,3011,2956,5967,0,0,0,3011,2956,5967
0,COOBER PEDY,1994,-,3258,3222,6480,0,0,0,3258,3222,6480
0,COOBER PEDY,1995,-,3556,3570,7126,0,0,0,3556,3570,7126
0,COOBER PEDY,1996,-,3528,3488,7016,0,0,0,3528,3488,7016
0,COOBER PEDY,1997,-,3098,3069,6167,0,0,0,3098,3069,6167
0,COOBER PEDY,1998,-,2999,2929,5928,0,0,0,2999,2929,5928
0,COOBER PEDY,1999,-,2645,2563,5208,0,0,0,2645,2563,5208
0,COOBER PEDY,2000,-,2141,2135,4276,0,0,0,2141,2135,4276
0,COOBER PEDY,2001,-,1878,1875,3753,0,0,0,1878,1875,3753
0,COOBER PEDY,2002,-,2049,2064,4113,0,0,0,2049,2064,4113
0,COOBER PEDY,2003,-,2422,2531,4953,0,0,0,2422,2531,4953
0,COOBER PEDY,2004,-,3286,3420,6706,0,0,0,3286,3420,6706
0,COOBER PEDY,2005,-,3567,3746,7313,0,0,0,3567,3746,7313
0,COOBER PEDY,2006,-,4871,4984,9855,0,0,0,4871,4984,9855
0,COOBER PEDY,2007,-,5157,5488,10645,0,0,0,5157,5488,10645
0,COOBER PEDY,2008,-,4983,5251,10234,0,0,0,4983,5251,10234
0,COOBER PEDY,2009,-,4505,4751,9256,0,0,0,4505,4751,9256
0,COOBER PEDY,2010,-,5203,5300,10503,0,0,0,5203,5300,10503
0,COOBER PEDY,2011,-,5744,5775,11519,0,0,0,5744,5775,11519
0,COOBER PEDY,2012,-,5790,5915,11705,0,0,0,5790,5915,11705
0,COOBER PEDY,2013,-,4948,4921,9869,0,0,0,4948,4921,9869
0,COOBER PEDY,2014,-,4478,4567,9045,0,0,0,4478,4567,9045
0,COOBER PEDY,2015,-,4080,4100,8180,0,0,0,4080,4100,8180
0,COOBER PEDY,2016,-,4393,4429,8822,0,0,0,4393,4429,8822
0,COOBER PEDY,2017,-,4579,4542,9121,0,0,0,4579,4542,9121
0,COOBER PEDY,2018,-,4628,4841,9469,0,0,0,4628,4841,9469
1,COOKTOWN,1985,-,2204,2242,4446,0,0,0,2204,2242,4446
0,COOKTOWN,1986,-,2672,2833,5505,0,0,0,2672,2833,5505
0,COOKTOWN,1987,-,3012,2937,5949,0,0,0,3012,2937,5949
0,COOKTOWN,1988,-,787,751,1538,0,0,0,787,751,1538
0,COOKTOWN,1989,-,22,9,31,0,0,0,22,9,31
0,COOKTOWN,1990,-,1886,1883,3769,0,0,0,1886,1883,3769
0,COOKTOWN,1991,-,4137,4351,8488,0,0,0,4137,4351,8488
0,COOKTOWN,1992,-,5414,5704,11118,0,0,0,5414,5704,11118
0,COOKTOWN,1993,-,5797,6153,11950,0,0,0,5797,6153,11950
0,COOKTOWN,1994,-,4812,4944,9756,0,0,0,4812,4944,9756
0,COOKTOWN,1995,-,6988,7291,14279,0,0,0,6988,7291,14279
0,COOKTOWN,1996,-,7597,7797,15394,0,0,0,7597,7797,15394
0,COOKTOWN,1997,-,7298,7513,14811,0,0,0,7298,7513,14811
0,COOKTOWN,1998,-,7335,7667,15002,0,0,0,7335,7667,15002
0,COOKTOWN,1999,-,7595,7793,15388,0,0,0,7595,7793,15388
0,COOKTOWN,2000,-,7735,7827,15562,0,0,0,7735,7827,15562
0,COOKTOWN,2001,-,6293,6384,12677,0,0,0,6293,6384,12677
0,COOKTOWN,2002,-,5656,5500,11156,0,0,0,5656,5500,11156
0,COOKTOWN,2003,-,6303,6149,12452,0,0,0,6303,6149,12452
0,COOKTOWN,2004,-,7158,6995,14153,0,0,0,7158,6995,14153
0,COOKTOWN,2005,-,7866,7977,15843,0,0,0,7866,7977,15843
0,COOKTOWN,2006,-,7831,8163,15994,0,0,0,7831,8163,15994
0,COOKTOWN,2007,-,7756,8348,16104,0,0,0,7756,8348,16104
0,COOKTOWN,2008,-,8091,8309,16400,0,0,0,8091,8309,16400
0,COOKTOWN,2009,-,5005,5242,10247,0,0,0,5005,5242,10247
0,COOKTOWN,2010,-,5168,5367,10535,0,0,0,5168,5367,10535
0,COOKTOWN,2011,-,4519,4805,9324,0,0,0,4519,4805,9324
0,COOKTOWN,2012,-,4164,4515,8679,0,0,0,4164,4515,8679
0,COOKTOWN,2013,-,4431,4646,9077,0,0,0,4431,4646,9077
0,COOKTOWN,2014,-,4985,5235,10220,0,0,0,4985,5235,10220
0,COOKTOWN,2015,-,4958,5110,10068,0,0,0,4958,5110,10068
0,COOKTOWN,2016,-,5016,5302,10318,0,0,0,5016,5302,10318
0,COOKTOWN,2017,-,6037,6212,12249,0,0,0,6037,6212,12249
0,COOKTOWN,2018,-,6473,6727,13200,0,0,0,6473,6727,13200
1,COOMA,1985,-,21515,22001,43516,0,0,0,21515,22001,43516
0,COOMA,1986,-,22394,22884,45278,0,0,0,22394,22884,45278
0,COOMA,1987,-,21382,21923,43305,0,0,0,21382,21923,43305
0,COOMA,1988,-,21195,21787,42982,0,0,0,21195,21787,42982
0,COOMA,1989,-,13685,13778,27463,0,0,0,13685,13778,27463
0,COOMA,1990,-,12627,12436,25063,0,0,0,12627,12436,25063
0,COOMA,1991,-,9747,9406,19153,0,0,0,9747,9406,19153
0,COOMA,1992,-,9684,9649,19333,0,0,0,9684,9649,19333
0,COOMA,1993,-,7927,7917,15844,0,0,0,7927,7917,15844
0,COOMA,1994,-,9501,9513,19014,0,0,0,9501,9513,19014
0,COOMA,1995,-,9830,9705,19535,0,0,0,9830,9705,19535
0,COOMA,1996,-,9750,9775,19525,0,0,0,9750,9775,19525
0,COOMA,1997,-,10439,10480,20919,0,0,0,10439,10480,20919
0,COOMA,1998,-,10881,10883,21764,0,0,0,10881,10883,21764
0,COOMA,1999,-,10270,10270,20540,0,0,0,10270,10270,20540
0,COOMA,2000,-,10846,10846,21692,0,0,0,10846,10846,21692
0,COOMA,2001,-,7400,7162,14562,0,0,0,7400,7162,14562
0,COOMA,2002,-,6158,6125,12283,0,0,0,6158,6125,12283
0,COOMA,2003,-,6456,6456,12912,0,0,0,6456,6456,12912
0,COOMA,2004,-,254,280,534,0,0,0,254,280,534
0,COOMA,2005,-,4640,4358,8998,0,0,0,4640,4358,8998
0,COOMA,2006,-,8502,8149,16651,0,0,0,8502,8149,16651
0,COOMA,2007,-,8241,8114,16355,0,0,0,8241,8114,16355
0,COOMA,2008,-,0,0,0,0,0,0,0,0,0
0,COOMA,2009,-,0,0,0,0,0,0,0,0,0
0,COOMA,2010,-,2145,2064,4209,0,0,0,2145,2064,4209
0,COOMA,2011,-,2457,2359,4816,0,0,0,2457,2359,4816
0,COOMA,2012,-,1112,1016,2128,0,0,0,1112,1016,2128
0,COOMA,2013,-,799,762,1561,0,0,0,799,762,1561
0,COOMA,2014,-,0,0,0,0,0,0,0,0,0
0,COOMA,2015,-,0,0,0,0,0,0,0,0,0
0,COOMA,2016,-,4023,3906,7929,0,0,0,4023,3906,7929
0,COOMA,2017,-,4026,3815,7841,0,0,0,4026,3815,7841
0,COOMA,2018,-,3973,3359,7332,0,0,0,3973,3359,7332
1,DARWIN,1985,14,173760,177449,351209,23185,23654,46839,196945,201103,398048
0,DARWIN,1986,14,179138,184693,363831,24686,24025,48711,203824,208718,412542
0,DARWIN,1987,13,190871,196110,386981,31434,30552,61986,222305,226662,448967
0,DARWIN,1988,13,203020,208400,411420,40185,39140,79325,243205,247540,490745
0,DARWIN,1989,12,156869,156184,313053,45946,46823,92769,202815,203007,405822
0,DARWIN,1990,12,192915,197902,390817,47225,47064,94289,240140,244966,485106
0,DARWIN,1991,11,212636,220124,432760,44388,44837,89225,257024,264961,521985
0,DARWIN,1992,11,244266,249160,493426,45618,45190,90808,289884,294350,584234
0,DARWIN,1993,11,273536,278533,552069,52032,51030,103062,325568,329563,655131
0,DARWIN,1994,10,319578,327354,646932,68306,63675,131981,387884,391029,778913
0,DARWIN,1995,10,365584,377707,743291,73033,66604,139637,438617,444311,882928
0,DARWIN,1996,9,405964,415620,821584,76720,71168,147888,482684,486788,969472
0,DARWIN,1997,9,407156,415427,822583,89054,82265,171319,496210,497692,993902
0,DARWIN,1998,9,423433,430288,853721,91275,86498,177773,514708,516786,1031494
0,DARWIN,1999,9,438846,440117,878963,81713,74345,156058,520559,514462,1035021
0,DARWIN,2000,9,450268,456316,906584,87913,81583,169496,538181,537899,1076080
0,DARWIN,2001,9,419534,428212,847746,79069,72554,151623,498603,500766,999369
0,DARWIN,2002,9,444793,449298,894091,51563,51648,103211,496356,500946,997302
0,DARWIN,2003,10,458526,465633,924159,38276,39414,77690,496802,505047,1001849
0,DARWIN,2004,10,526936,534906,1061842,49885,48489,98374,576821,583395,1160216
0,DARWIN,2005,10,551842,558708,1110550,52436,51946,104382,604278,610654,1214932
0,DARWIN,2006,10,586843,599476,1186319,61497,65331,126828,648340,664807,1313147
0,DARWIN,2007,10,650440,661544,1311984,74859,76460,151319,725299,738004,1463303
0,DARWIN,2008,10,703323,705993,1409316,95345,92492,187837,798668,798485,1597153
0,DARWIN,2009,10,658651,666148,1324799,101943,93799,195742,760594,759947,1520541
0,DARWIN,2010,10,698133,707835,1405968,112436,104569,217005,810569,812404,1622973
0,DARWIN,2011,9,777887,781883,1559770,160648,166287,326935,938535,948170,1886705
0,DARWIN,2012,9,800512,811566,1612078,161735,166979,328714,962247,978545,1940792
0,DARWIN,2013,10,810602,833329,1643931,162654,170563,333217,973256,1003892,1977148
0,DARWIN,2014,10,873578,886961,1760539,158654,160016,318670,1032232,1046977,2079209
0,DARWIN,2015,10,880897,887864,1768761,132904,129883,262787,1013801,1017747,2031548
0,DARWIN,2016,10,899500,903629,1803129,134483,137586,272069,1033983,1041215,2075198
0,DARWIN,2017,10,900081,901917,1801998,137986,136871,274857,1038067,1038788,2076855
0,DARWIN,2018,10,867024,876768,1743792,115031,113560,228591,982055,990328,1972383
1,DEVONPORT,1985,16,133570,132362,265932,0,0,0,133570,132362,265932
0,DEVONPORT,1986,15,144338,144768,289106,0,0,0,144338,144768,289106
0,DEVONPORT,1987,15,146443,147291,293734,0,0,0,146443,147291,293734
0,DEVONPORT,1988,15,111550,111306,222856,0,0,0,111550,111306,222856
0,DEVONPORT,1989,15,76221,77650,153871,0,0,0,76221,77650,153871
0,DEVONPORT,1990,15,93075,91386,184461,0,0,0,93075,91386,184461
0,DEVONPORT,1991,17,88021,90215,178236,0,0,0,88021,90215,178236
0,DEVONPORT,1992,25,54154,54728,108882,0,0,0,54154,54728,108882
0,DEVONPORT,1993,25,58330,59451,117781,0,0,0,58330,59451,117781
0,DEVONPORT,1994,26,59114,61154,120268,0,0,0,59114,61154,120268
0,DEVONPORT,1995,25,64684,65289,129973,0,0,0,64684,65289,129973
0,DEVONPORT,1996,26,62321,62295,124616,0,0,0,62321,62295,124616
0,DEVONPORT,1997,26,64904,65272,130176,0,0,0,64904,65272,130176
0,DEVONPORT,1998,26,66458,67029,133487,0,0,0,66458,67029,133487
0,DEVONPORT,1999,27,67822,68733,136555,0,0,0,67822,68733,136555
0,DEVONPORT,2000,26,68595,67689,136284,0,0,0,68595,67689,136284
0,DEVONPORT,2001,27,58182,57684,115866,0,0,0,58182,57684,115866
0,DEVONPORT,2002,27,53756,52404,106160,0,0,0,53756,52404,106160
0,DEVONPORT,2003,29,54939,54749,109688,0,0,0,54939,54749,109688
0,DEVONPORT,2004,32,59915,61026,120941,0,0,0,59915,61026,120941
0,DEVONPORT,2005,36,51713,51689,103402,0,0,0,51713,51689,103402
0,DEVONPORT,2006,44,45121,45170,90291,0,0,0,45121,45170,90291
0,DEVONPORT,2007,46,43863,44550,88413,0,0,0,43863,44550,88413
0,DEVONPORT,2008,42,55644,54447,110091,0,0,0,55644,54447,110091
0,DEVONPORT,2009,40,59358,58353,117711,0,0,0,59358,58353,117711
0,DEVONPORT,2010,40,68957,68319,137276,0,0,0,68957,68319,137276
0,DEVONPORT,2011,40,68645,67961,136606,0,0,0,68645,67961,136606
0,DEVONPORT,2012,41,67808,67559,135367,0,0,0,67808,67559,135367
0,DEVONPORT,2013,44,63996,63780,127776,0,0,0,63996,63780,127776
0,DEVONPORT,2014,43,67776,67567,135343,0,0,0,67776,67567,135343
0,DEVONPORT,2015,41,71903,71519,143422,0,0,0,71903,71519,143422
0,DEVONPORT,2016,41,73754,73459,147213,0,0,0,73754,73459,147213
0,DEVONPORT,2017,41,73928,73344,147272,0,0,0,73928,73344,147272
0,DEVONPORT,2018,41,73861,73398,147259,0,0,0,73861,73398,147259
1,DUBBO,1985,31,40168,40461,80629,0,0,0,40168,40461,80629
0,DUBBO,1986,35,39005,38901,77906,0,0,0,39005,38901,77906
0,DUBBO,1987,33,35592,35468,71060,0,0,0,35592,35468,71060
0,DUBBO,1988,34,37135,36657,73792,0,0,0,37135,36657,73792
0,DUBBO,1989,31,30658,30764,61422,0,0,0,30658,30764,61422
0,DUBBO,1990,31,35316,36866,72182,0,0,0,35316,36866,72182
0,DUBBO,1991,36,32363,32190,64553,0,0,0,32363,32190,64553
0,DUBBO,1992,31,41889,41907,83796,0,0,0,41889,41907,83796
0,DUBBO,1993,32,41203,41944,83147,0,0,0,41203,41944,83147
0,DUBBO,1994,29,50365,49912,100277,0,0,0,50365,49912,100277
0,DUBBO,1995,31,53705,54096,107801,0,0,0,53705,54096,107801
0,DUBBO,1996,28,56102,55979,112081,0,0,0,56102,55979,112081
0,DUBBO,1997,29,56325,57041,113366,0,0,0,56325,57041,113366
0,DUBBO,1998,30,61048,62071,123119,0,0,0,61048,62071,123119
0,DUBBO,1999,29,62377,62639,125016,0,0,0,62377,62639,125016
0,DUBBO,2000,29,62032,62571,124603,0,0,0,62032,62571,124603
0,DUBBO,2001,28,56235,56376,112611,0,0,0,56235,56376,112611
0,DUBBO,2002,28,52762,53390,106152,0,0,0,52762,53390,106152
0,DUBBO,2003,27,57878,58030,115908,0,0,0,57878,58030,115908
0,DUBBO,2004,27,71921,72317,144238,0,0,0,71921,72317,144238
0,DUBBO,2005,28,76449,76494,152943,0,0,0,76449,76494,152943
0,DUBBO,2006,30,81401,82046,163447,0,0,0,81401,82046,163447
0,DUBBO,2007,30,90231,90978,181209,0,0,0,90231,90978,181209
0,DUBBO,2008,32,93075,92343,185418,0,0,0,93075,92343,185418
0,DUBBO,2009,33,83825,84573,168398,0,0,0,83825,84573,168398
0,DUBBO,2010,35,88238,88966,177204,0,0,0,88238,88966,177204
0,DUBBO,2011,37,84666,84971,169637,0,0,0,84666,84971,169637
0,DUBBO,2012,37,85379,86008,171387,0,0,0,85379,86008,171387
0,DUBBO,2013,38,87908,88224,176132,0,0,0,87908,88224,176132
0,DUBBO,2014,37,95618,96031,191649,0,0,0,95618,96031,191649
0,DUBBO,2015,35,92935,93389,186324,0,0,0,92935,93389,186324
0,DUBBO,2016,34,98082,98507,196589,0,0,0,98082,98507,196589
0,DUBBO,2017,32,112230,112393,224623,0,0,0,112230,112393,224623
0,DUBBO,2018,33,103233,102989,206222,0,0,0,103233,102989,206222
1,EDWARD RIVER,1985,-,1289,1251,2540,0,0,0,1289,1251,2540
0,EDWARD RIVER,1986,-,1107,1141,2248,0,0,0,1107,1141,2248
0,EDWARD RIVER,1987,-,749,740,1489,0,0,0,749,740,1489
0,EDWARD RIVER,1988,-,0,0,0,0,0,0,0,0,0
0,EDWARD RIVER,1989,-,0,0,0,0,0,0,0,0,0
0,EDWARD RIVER,1990,-,227,210,437,0,0,0,227,210,437
0,EDWARD RIVER,1991,-,824,734,1558,0,0,0,824,734,1558
0,EDWARD RIVER,1992,-,995,868,1863,0,0,0,995,868,1863
0,EDWARD RIVER,1993,-,825,750,1575,0,0,0,825,750,1575
0,EDWARD RIVER,1994,-,832,785,1617,0,0,0,832,785,1617
0,EDWARD RIVER,1995,-,976,993,1969,0,0,0,976,993,1969
0,EDWARD RIVER,1996,-,899,836,1735,0,0,0,899,836,1735
0,EDWARD RIVER,1997,-,959,910,1869,0,0,0,959,910,1869
0,EDWARD RIVER,1998,-,965,919,1884,0,0,0,965,919,1884
0,EDWARD RIVER,1999,-,993,933,1926,0,0,0,993,933,1926
0,EDWARD RIVER,2000,-,1008,945,1953,0,0,0,1008,945,1953
0,EDWARD RIVER,2001,-,1054,956,2010,0,0,0,1054,956,2010
0,EDWARD RIVER,2002,-,941,759,1700,0,0,0,941,759,1700
0,EDWARD RIVER,2003,-,1111,1063,2174,0,0,0,1111,1063,2174
0,EDWARD RIVER,2004,-,1197,1198,2395,0,0,0,1197,1198,2395
0,EDWARD RIVER,2005,-,1244,1240,2484,0,0,0,1244,1240,2484
0,EDWARD RIVER,2006,-,2013,1967,3980,0,0,0,2013,1967,3980
0,EDWARD RIVER,2007,-,2858,2875,5733,0,0,0,2858,2875,5733
0,EDWARD RIVER,2008,-,3122,2982,6104,0,0,0,3122,2982,6104
0,EDWARD RIVER,2009,-,3766,3652,7418,0,0,0,3766,3652,7418
0,EDWARD RIVER,2010,-,3487,2993,6480,0,0,0,3487,2993,6480
0,EDWARD RIVER,2011,-,2028,2001,4029,0,0,0,2028,2001,4029
0,EDWARD RIVER,2012,-,1911,1818,3729,0,0,0,1911,1818,3729
0,EDWARD RIVER,2013,-,1723,1644,3367,0,0,0,1723,1644,3367
0,EDWARD RIVER,2014,-,1899,1828,3727,0,0,0,1899,1828,3727
0,EDWARD RIVER,2015,-,1496,1339,2835,0,0,0,1496,1339,2835
0,EDWARD RIVER,2016,-,1663,1634,3297,0,0,0,1663,1634,3297
